Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Ethnicity,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Gender
65661aa64aad1973fa329ed8,5c871ab7de75d4001602869d,APPROVED,2023-11-28T16:52:22.832000Z,2023-11-28T17:02:30.440000Z,2023-11-28T17:31:26.295000Z,2023-11-28T17:02:30.932394Z,608.0,CBCT4R5Q,1833,English,White/Caucasian,60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65661ab6bf3e7d5aec4987ff,5dd73f496ca7e76e32b1aa16,APPROVED,2023-11-28T16:52:06.544000Z,2023-11-28T17:00:45.645000Z,2023-11-28T17:31:23.825000Z,2023-11-28T17:00:46.310630Z,520.0,CBCT4R5Q,1501,"English, French",White/Caucasian,55,Male,White,United States,France,United States,English,DATA_EXPIRED,Part-Time,
65661ae0ca8283bbce957104,5a7659fd8fe2dc00010573be,APPROVED,2023-11-28T16:52:48.696000Z,2023-11-28T17:09:28.542000Z,2023-11-28T17:31:28.891000Z,2023-11-28T17:09:29.137511Z,1000.0,CBCT4R5Q,327,"English, Finnish",White/Caucasian,46,Male,White,Finland,Finland,Finland,Finnish,No,Part-Time,
65661ae2377c55c0b7442239,5c3e2466e6ade30001a42dc6,APPROVED,2023-11-28T16:52:57.608000Z,2023-11-28T17:02:32.788000Z,2023-11-28T17:31:30.892000Z,2023-11-28T17:02:33.559904Z,576.0,CBCT4R5Q,302,"English, Spanish",Latino/Hispanic,55,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time,
65661aebf14437cb47e94efd,60b3daed9cafd5926a44f4d6,APPROVED,2023-11-28T16:53:03.020000Z,2023-11-28T17:03:27.687000Z,2023-11-28T17:31:32.730000Z,2023-11-28T17:03:28.568471Z,625.0,CBCT4R5Q,1536,English,White/Caucasian,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65661b47224419bcc902c56c,61059c338eaa44a30ae5f47b,APPROVED,2023-11-28T16:54:30.994000Z,2023-11-28T17:12:16.561000Z,2023-11-28T17:31:34.338000Z,2023-11-28T17:12:17.707075Z,1066.0,CBCT4R5Q,525,English,White/Caucasian,51,Male,White,United Kingdom,Italy,United Kingdom,English,No,Full-Time,
656618152d704bdfb6b3d7d8,5d02220e06bdad0019e46624,APPROVED,2023-11-28T16:40:53.872000Z,2023-11-28T16:48:27.054000Z,2023-11-28T17:30:41.966000Z,2023-11-28T16:48:28.254956Z,454.0,CBCT4R5Q,135,"Polish, English",White/Caucasian,50,Female,White,Poland,Poland,Poland,Polish,No,Part-Time,
65661822dca27c3922475cb6,617672cfc7523038c4c64996,APPROVED,2023-11-28T16:45:12.482000Z,2023-11-28T16:56:34.718000Z,2023-11-28T17:30:53Z,2023-11-28T16:56:35.284946Z,683.0,CBCT4R5Q,181,English,African,55,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED,
6566182703e10006537e62d3,5a8adbd3f1408d000176a8d5,APPROVED,2023-11-28T16:41:23.325000Z,2023-11-28T16:48:11.935000Z,2023-11-28T17:30:46.114000Z,2023-11-28T16:48:12.618202Z,409.0,CBCT4R5Q,1010,"English, Portuguese",White/Caucasian,55,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,
656618c5b25649e0e3263470,613636704a5fb724220f56ec,APPROVED,2023-11-28T16:44:32.657000Z,2023-11-28T17:14:50.193000Z,2023-11-28T17:30:51.358000Z,2023-11-28T17:14:51.279974Z,1818.0,CBCT4R5Q,367,English,African,55,Female,Black,South Africa,South Africa,South Africa,English,No,Other,
6566192ac675408bf537d12c,59a817a969b7e70001fe5d38,APPROVED,2023-11-28T16:45:33.506000Z,2023-11-28T16:49:01.136000Z,2023-11-28T17:30:54.838000Z,2023-11-28T16:49:01.631804Z,208.0,CBCT4R5Q,977,English,White/Caucasian,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
656619335872ebac6fc7388f,5a85c39ff49c9a0001f3885e,APPROVED,2023-11-28T16:45:39.680000Z,2023-11-28T16:53:46.122000Z,2023-11-28T17:30:56.659000Z,2023-11-28T16:53:47.144690Z,487.0,CBCT4R5Q,509,English,White/Caucasian,48,Female,White,Spain,Spain,Spain,Spanish,No,Part-Time,
6566194526aefa2d7b4421f1,60fd5dbc8d87b92180797063,APPROVED,2023-11-28T16:46:01.862000Z,2023-11-28T16:54:56.145000Z,2023-11-28T17:30:57.755000Z,2023-11-28T16:54:56.978245Z,535.0,CBCT4R5Q,294,"English, French",White/Caucasian,52,Female,White,Canada,Canada,Canada,French,DATA_EXPIRED,DATA_EXPIRED,
6566194eb2aa71cf85520bb8,608a0175caaa968e48ae4b6d,APPROVED,2023-11-28T16:46:09.839000Z,2023-11-28T16:56:18.556000Z,2023-11-28T17:30:59.396000Z,2023-11-28T16:56:19.772927Z,609.0,CBCT4R5Q,1180,"English, Spanish",Caribbean,48,Female,Mixed,Dominican Republic,United States,Dominican Republic,Spanish,DATA_EXPIRED,DATA_EXPIRED,
656619534c81d7d696f3f2b9,60e05fa41287b5c204dbdb51,APPROVED,2023-11-28T16:46:22.908000Z,2023-11-28T16:53:12.231000Z,2023-11-28T17:31:01.082000Z,2023-11-28T16:53:13.049228Z,410.0,CBCT4R5Q,499,"English, Serbian, Spanish",White/Caucasian,49,Female,White,Serbia,Spain,Spain,Serbian,No,Part-Time,
6566195f3a5e6e02c6c762be,5b2405d534ffd00001b41156,APPROVED,2023-11-28T16:46:27.893000Z,2023-11-28T16:53:10.024000Z,2023-11-28T17:31:03.211000Z,2023-11-28T16:53:11.220938Z,403.0,CBCT4R5Q,1085,English,White/Caucasian,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65661966bf3e7d5aec498784,5d02a158c8a372001abf3b30,APPROVED,2023-11-28T16:46:35.692000Z,2023-11-28T16:58:19.321000Z,2023-11-28T17:31:05.071000Z,2023-11-28T16:58:19.915339Z,704.0,CBCT4R5Q,1775,English,White/Caucasian,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
65661969e3f5f20bbba70d70,60b74298885464607783ac69,APPROVED,2023-11-28T16:51:10.592000Z,2023-11-28T17:14:20.072000Z,2023-11-28T17:31:20.012000Z,2023-11-28T17:14:21.192417Z,1390.0,CBCT4R5Q,287,"English, French",White/Caucasian,50,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Part-Time,
65661a024198a6e576fca421,5ea4a8e20a53a446b6b05e92,APPROVED,2023-11-28T16:50:23.132000Z,2023-11-28T16:58:35.030000Z,2023-11-28T17:31:16.507000Z,2023-11-28T16:58:35.565893Z,492.0,CBCT4R5Q,257,"English, German, French",White/Caucasian,59,Female,White,Germany,France,Belgium,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65661a04484dbd0ff0e1b4e0,5e2425b75ade0b6af558644b,APPROVED,2023-11-28T16:49:12.207000Z,2023-11-28T16:59:14.351000Z,2023-11-28T17:31:09.437000Z,2023-11-28T16:59:14.894237Z,603.0,CBCT4R5Q,822,"English, Greek",White/Caucasian,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65661a10579dd18cbb21af1d,615ae38adcc6bf035701d512,APPROVED,2023-11-28T16:49:41.660000Z,2023-11-28T17:04:53.092000Z,2023-11-28T17:31:12.903000Z,2023-11-28T17:04:53.841136Z,912.0,CBCT4R5Q,372,English,African,46,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,
65662909ce9d0ebaf823558b,62f387004495cb4ed30d1d21,APPROVED,2023-11-28T17:53:20.365000Z,2023-11-28T18:00:34.095000Z,2023-11-28T18:54:26.846000Z,2023-11-28T18:00:34.591648Z,434.0,CBCT4R5Q,567,English,White/Caucasian,77,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
6566293bea15de5f69b6c205,5ea040d5956554000971fb25,APPROVED,2023-11-28T17:54:10.128000Z,2023-11-28T18:06:12.682000Z,2023-11-28T18:54:28.320000Z,2023-11-28T18:06:13.855232Z,723.0,CBCT4R5Q,1151,English,White/Caucasian,67,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65662b9535941dd22af5d294,5b03119a22ffb50001cbcb89,APPROVED,2023-11-28T18:04:09.012000Z,2023-11-28T18:09:54.420000Z,2023-11-28T18:54:42.606000Z,2023-11-28T18:09:54.970261Z,346.0,CBCT4R5Q,2399,English,White/Caucasian,67,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65662bf4f78690dcd4634a4c,5f8ad96988e81c03fb97183b,APPROVED,2023-11-28T18:05:48.261000Z,2023-11-28T18:10:42.017000Z,2023-11-28T18:54:47.659000Z,2023-11-28T18:10:42.535423Z,294.0,CBCT4R5Q,681,English,White/Caucasian,77,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65662c5ea1f837b2e94d5ab1,5ea02bab250e2f03bb1ceb71,APPROVED,2023-11-28T18:07:35.098000Z,2023-11-28T18:22:21.842000Z,2023-11-28T18:54:51.218000Z,2023-11-28T18:22:22.428458Z,887.0,CBCT4R5Q,438,English,White/Caucasian,83,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,
65662d0435fd00183bd5740d,5f53b958c8cfea6e2104c5b6,APPROVED,2023-11-28T18:13:05.255000Z,2023-11-28T18:21:31.465000Z,2023-11-28T18:55:08.071000Z,2023-11-28T18:21:32.009117Z,507.0,CBCT4R5Q,1499,English,White/Caucasian,67,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65662d24610b0590c5de4954,5d1794f9db7eb7001af1b00c,APPROVED,2023-11-28T18:10:51.002000Z,2023-11-28T18:22:07.639000Z,2023-11-28T18:55:02.250000Z,2023-11-28T18:22:08.210462Z,677.0,CBCT4R5Q,1795,"English, French",White/Caucasian,74,Male,White,United Kingdom,United Kingdom,United Kingdom,French,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65662d97eab3f05a8162f445,63ebbdbc09e0a1639c7ee6a5,APPROVED,2023-11-28T18:12:44.177000Z,2023-11-28T18:18:43.994000Z,2023-11-28T18:55:06.344000Z,2023-11-28T18:18:44.921900Z,360.0,CBCT4R5Q,419,English,White/Caucasian,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65662dce0551b87c721e6b62,5829f8eed7e5ff0001ff7d8d,APPROVED,2023-11-28T18:13:42.756000Z,2023-11-28T18:20:55.442000Z,2023-11-28T18:55:09.684000Z,2023-11-28T18:20:56.027513Z,433.0,CBCT4R5Q,1210,English,White/Caucasian,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,
65662e36a53eb30f9ff23963,577bfad9d8e8880001b31280,APPROVED,2023-11-28T18:15:22.826000Z,2023-11-28T18:23:21.419000Z,2023-11-28T18:55:11.380000Z,2023-11-28T18:23:21.995829Z,479.0,CBCT4R5Q,1189,English,White/Caucasian,69,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65662e3a62e45519ccf23800,605e4cc9d4e548bca0ad00ad,APPROVED,2023-11-28T18:15:28.188000Z,2023-11-28T18:26:27.795000Z,2023-11-28T18:55:14.279000Z,2023-11-28T18:26:28.403166Z,660.0,CBCT4R5Q,820,English,White/Caucasian,68,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65662e4b24d3190eba390b6f,65072d46957959e23619381f,APPROVED,2023-11-28T18:15:44.172000Z,2023-11-28T18:52:34.332000Z,2023-11-28T18:55:16.026000Z,2023-11-28T18:52:35.428026Z,2211.0,CBCT4R5Q,124,English,White/Caucasian,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65662e97f297b5d5a039e1e2,643c23204a1aa8edc3772c85,APPROVED,2023-11-28T18:17:00.983000Z,2023-11-28T18:27:11.367000Z,2023-11-28T18:55:18.378000Z,2023-11-28T18:27:12.177754Z,611.0,CBCT4R5Q,456,English,White/Caucasian,69,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
65662ed55f4c31b688390a53,5ca102f57114700016da340d,APPROVED,2023-11-28T18:17:57.731000Z,2023-11-28T18:27:48.274000Z,2023-11-28T18:55:20.966000Z,2023-11-28T18:27:49.055723Z,591.0,CBCT4R5Q,1585,English,Mixed,73,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,
6566263159afea8383fb02cf,5f411693e388cd26c8000e90,APPROVED,2023-11-28T17:41:12.334000Z,2023-11-28T17:46:25.296000Z,2023-11-28T18:54:22.274000Z,2023-11-28T17:46:25.786500Z,313.0,CBCT4R5Q,340,English,White/Caucasian,70,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6566274cbc72801e72a8891e,5f6e83419dd5cb3c85325fc6,APPROVED,2023-11-28T17:46:16.419000Z,2023-11-28T17:55:17.401000Z,2023-11-28T18:54:24.013000Z,2023-11-28T17:55:17.936740Z,541.0,CBCT4R5Q,499,"English, Swedish",White/Caucasian,67,Female,White,Sweden,Sweden,Sweden,Swedish,DATA_EXPIRED,DATA_EXPIRED,
6566296d111c091f8f999ddc,608adfe197e6f7d14cb221cb,APPROVED,2023-11-28T17:54:59.450000Z,2023-11-28T18:00:32.621000Z,2023-11-28T18:54:29.722000Z,2023-11-28T18:00:33.266591Z,334.0,CBCT4R5Q,147,English,White/Caucasian,70,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
656629ce08d3adcd1e92fbde,614f8321333460db43b7f229,APPROVED,2023-11-28T17:58:19.681000Z,2023-11-28T18:10:04.622000Z,2023-11-28T18:54:33.732000Z,2023-11-28T18:10:05.069095Z,705.0,CBCT4R5Q,254,"English, French, Portuguese, Spanish",White/Caucasian,70,Female,White,Portugal,Portugal,Portugal,Portuguese,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
656629f169669c5838999d15,59a23b5d1bf9070001ce8d73,APPROVED,2023-11-28T17:57:12.226000Z,2023-11-28T18:10:50.803000Z,2023-11-28T18:54:31.331000Z,2023-11-28T18:10:51.290694Z,819.0,CBCT4R5Q,820,English,White/Caucasian,76,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65662aabf6948d516776c1e8,5d1aa8b2e1c05200018b570d,APPROVED,2023-11-28T18:00:20.654000Z,2023-11-28T18:10:35.995000Z,2023-11-28T18:54:35.577000Z,2023-11-28T18:10:36.478704Z,616.0,CBCT4R5Q,419,"English, Italian",White/Caucasian,76,Female,White,Italy,Canada,Canada,Italian,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65662ac868f37eb5ad464c52,597cf6b07fd75300013451f3,APPROVED,2023-11-28T18:00:53.555000Z,2023-11-28T18:13:56.945000Z,2023-11-28T18:54:37.561000Z,2023-11-28T18:13:57.623627Z,784.0,CBCT4R5Q,1055,English,White/Caucasian,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65662b4c7f84de1037e56bb4,62b6eb8e6a786c9a892573ec,APPROVED,2023-11-28T18:03:03.178000Z,2023-11-28T18:12:53.709000Z,2023-11-28T18:54:40.640000Z,2023-11-28T18:12:54.216286Z,591.0,CBCT4R5Q,384,English,White/Caucasian,67,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65662b95319493cdc96348ac,55e9aa1c735c45001043fbb6,APPROVED,2023-11-28T18:04:11.405000Z,2023-11-28T18:11:15.266000Z,2023-11-28T18:54:44.921000Z,2023-11-28T18:11:15.945779Z,424.0,CBCT4R5Q,2821,English,White/Caucasian,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65662bd3285114bb27fe3d11,5a022e98728b1b0001ad8b6b,APPROVED,2023-11-28T18:05:13.658000Z,2023-11-28T18:15:53.325000Z,2023-11-28T18:54:46.310000Z,2023-11-28T18:15:53.921641Z,640.0,CBCT4R5Q,1738,English,White/Caucasian,68,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65662c1924d3190eba390aad,57a7326516a091000112edb2,APPROVED,2023-11-28T18:06:27.100000Z,2023-11-28T18:12:40.085000Z,2023-11-28T18:54:49.528000Z,2023-11-28T18:12:40.980230Z,373.0,CBCT4R5Q,1226,English,White/Caucasian,67,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
65662c9e8d2691198be8e9c5,58d3c932f7a08b000176cd5d,APPROVED,2023-11-28T18:08:38.372000Z,2023-11-28T18:15:14.715000Z,2023-11-28T18:54:53.380000Z,2023-11-28T18:15:15.316602Z,397.0,CBCT4R5Q,1252,English,White/Caucasian,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
65662ca91960de2fd81c0aef,5dd2d431181abc2ecde6edb4,APPROVED,2023-11-28T18:08:46.952000Z,2023-11-28T18:20:27.378000Z,2023-11-28T18:54:54.782000Z,2023-11-28T18:20:27.884880Z,701.0,CBCT4R5Q,1051,English,White/Caucasian,67,Female,White,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65662cfdc2293a1aceb92d69,616446cf4ceb3432da9468f6,APPROVED,2023-11-28T18:10:09.124000Z,2023-11-28T18:16:51.778000Z,2023-11-28T18:54:58.048000Z,2023-11-28T18:16:52.314105Z,403.0,CBCT4R5Q,764,English,White/Caucasian,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
654e583163ef960c3a61e246,5cacd7f1b8f48300012dce7b,APPROVED,2023-11-10T16:20:05.420000Z,2023-11-10T16:28:11.183000Z,2023-11-10T21:47:14.723000Z,2023-11-10T16:28:11.870375Z,486.0,CBCT4R5Q,130,"Polish, English",White/Caucasian,24,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time,
654e585d10b0368c6d32e122,64847f70345fa6e73189dcc4,APPROVED,2023-11-10T16:20:45.498000Z,2023-11-10T16:32:15.188000Z,2023-11-10T21:47:16.629000Z,2023-11-10T16:32:15.773042Z,690.0,CBCT4R5Q,104,English,White/Caucasian,33,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,
654e588175a8f1c9d5e4fd7e,617668ba30fe0e01aea3f928,APPROVED,2023-11-10T16:21:50.528000Z,2023-11-10T16:31:45.876000Z,2023-11-10T21:47:21.044000Z,2023-11-10T16:31:46.428734Z,596.0,CBCT4R5Q,237,English,African,22,Male,Black,South Africa,South Africa,South Africa,English,Yes,DATA_EXPIRED,
654e586c8c82e7ef2c94a14e,5c7fa97a212cc800147dd154,APPROVED,2023-11-10T16:23:16.517000Z,2023-11-10T16:31:30.092000Z,2023-11-10T21:47:22.858000Z,2023-11-10T16:31:30.596501Z,494.0,CBCT4R5Q,989,English,White/Caucasian,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
654e587bac2b811932c27668,5fad4c1caae022024c431a87,APPROVED,2023-11-10T16:21:28.850000Z,2023-11-10T16:28:03.127000Z,2023-11-10T21:47:19.331000Z,2023-11-10T16:28:03.659827Z,395.0,CBCT4R5Q,297,"Italian, English",White / Sephardic Jew,22,Female,White,Italy,Italy,Italy,Italian,Yes,Other,
654e68a2032921ced4435568,5bb511c6689fc5000149c703,APPROVED,2023-11-10T17:30:14.606000Z,2023-11-10T17:41:30.231000Z,2023-11-10T21:47:24.415000Z,2023-11-10T17:41:31.436431Z,676.0,CBCT4R5Q,1359,"English, Spanish",Latino/Hispanic,47,Female,Other,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
6565ed3a0059548ec344092e,5efdb1ed5b71be024f8e2104,APPROVED,2023-11-28T13:38:02.828000Z,2023-11-28T13:56:36.250000Z,2023-11-28T14:29:45.884000Z,2023-11-28T13:56:36.848490Z,1114.0,CBCT4R5Q,244,English,Black/African American,25,Male,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED,
6565ed60af93f5e23162258a,5fe0ae48c3fd0520be73c19f,APPROVED,2023-11-28T13:38:40.907000Z,2023-11-28T13:43:52.540000Z,2023-11-28T14:29:53.143000Z,2023-11-28T13:43:53.102148Z,312.0,CBCT4R5Q,391,"English, Portuguese",White/Caucasian,22,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other,
6565ed64ae0a36f4b6780b55,5fa4725a186c050edc3bcc20,APPROVED,2023-11-28T13:38:44.701000Z,2023-11-28T13:59:20.084000Z,2023-11-28T14:29:55.180000Z,2023-11-28T13:59:20.720925Z,1236.0,CBCT4R5Q,116,"Polish, English",White / Sephardic Jew,23,Male,White,Poland,Poland,Poland,Polish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6565ed8e0965102de577b822,611ee79860a820fbf644fc01,APPROVED,2023-11-28T13:39:26.103000Z,2023-11-28T13:47:13.630000Z,2023-11-28T14:29:59.772000Z,2023-11-28T13:47:14.103556Z,468.0,CBCT4R5Q,100,English,African,23,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),
6565eda25fbfc90c805ddbc3,601f93758d79b24eabff2e44,APPROVED,2023-11-28T13:39:54.836000Z,2023-11-28T13:46:32.811000Z,2023-11-28T14:30:07.365000Z,2023-11-28T13:46:33.319132Z,398.0,CBCT4R5Q,182,"Polish, English",Middle Eastern,21,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time,
6565eda4ccae097c52d94e70,61275a3158c67415afb971ff,APPROVED,2023-11-28T13:39:55.840000Z,2023-11-28T13:48:25.700000Z,2023-11-28T14:30:09.361000Z,2023-11-28T13:48:26.299164Z,510.0,CBCT4R5Q,266,English,African,23,Male,Black,South Africa,South Africa,South Africa,English,Yes,Other,
6565edcba771af4a3ea7bafe,607d8dea68bb7bfa0401824a,APPROVED,2023-11-28T13:40:34.390000Z,2023-11-28T13:49:20.394000Z,2023-11-28T14:30:15.168000Z,2023-11-28T13:49:20.909907Z,527.0,CBCT4R5Q,224,"Italian, English, French",White/Caucasian,24,Male,White,Italy,Italy,Italy,Italian,Yes,Other,
6565edfe0059548ec344099c,611ed2c05be8517aa0d6076b,APPROVED,2023-11-28T13:41:20.868000Z,2023-11-28T14:23:26.431000Z,2023-11-28T14:30:22.489000Z,2023-11-28T14:23:28.160996Z,2526.0,CBCT4R5Q,556,"English, Portuguese, Spanish",Latino/Hispanic,23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking),
6565ee2c1c82410c5de09fcc,5bf1d974c795fe000143e539,APPROVED,2023-11-28T13:43:09.400000Z,2023-11-28T13:48:19.593000Z,2023-11-28T14:30:30.040000Z,2023-11-28T13:48:20.983595Z,311.0,CBCT4R5Q,245,English,Mixed,23,Male,Mixed,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,
6565ee3488d896b91784e95b,60b3677baee71d7d2b05738d,APPROVED,2023-11-28T13:43:32.147000Z,2023-11-28T13:58:17.508000Z,2023-11-28T14:30:31.106000Z,2023-11-28T13:58:18.189631Z,886.0,CBCT4R5Q,107,"Afrikaans, English",Other (please feel free to let us know your ethnicity via email),24,Male,Mixed,South Africa,South Africa,South Africa,Afrikaans,Yes,Part-Time,
6565ee633176025c789c8eb2,603d4fe6945077c526f54762,APPROVED,2023-11-28T13:43:07.320000Z,2023-11-28T13:49:41.308000Z,2023-11-28T14:30:28.312000Z,2023-11-28T13:49:41.855049Z,394.0,CBCT4R5Q,304,"English, French, Portuguese, Spanish",White/Caucasian,21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time,
6565ee90f2c2532318b4f2a5,6032faae972410386869b749,APPROVED,2023-11-28T13:43:44.401000Z,2023-11-28T13:59:51.076000Z,2023-11-28T14:30:32.838000Z,2023-11-28T13:59:51.665190Z,967.0,CBCT4R5Q,132,"Polish, English",White/Caucasian,21,Male,White,Poland,Poland,Poland,Polish,Yes,Other,
6565ed3bc3cd155af8ee3ba3,60ddfc8d812b5c63f22c1ac3,APPROVED,2023-11-28T13:38:16.993000Z,2023-11-28T13:45:13.615000Z,2023-11-28T14:29:51.648000Z,2023-11-28T13:45:14.647088Z,417.0,CBCT4R5Q,236,English,African,21,Female,Black,South Africa,South Africa,South Africa,English,Yes,DATA_EXPIRED,
6565ed3f423e024e00e32650,615a047f08d2a62e66315a7d,APPROVED,2023-11-28T13:38:07.707000Z,2023-11-28T13:50:26.896000Z,2023-11-28T14:29:47.498000Z,2023-11-28T13:50:27.320795Z,740.0,CBCT4R5Q,180,"English, Other",African,24,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking),
6565ed3f0196ae22628b7743,6164bf85b5dfa5ddff6da08d,APPROVED,2023-11-28T13:38:07.957000Z,2023-11-28T13:47:29.904000Z,2023-11-28T14:29:49.001000Z,2023-11-28T13:47:30.412897Z,562.0,CBCT4R5Q,149,English,African,24,Female,Black,South Africa,South Africa,South Africa,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6565ed5be80519f2b612ff9b,6118df266b78994443b54644,APPROVED,2023-11-28T13:39:00.578000Z,2023-11-28T13:53:49.255000Z,2023-11-28T14:29:58.461000Z,2023-11-28T13:53:49.799763Z,889.0,CBCT4R5Q,391,English,African,20,Female,Black,South Africa,South Africa,South Africa,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6565ed666c0e238562696f47,61767385d5bf6ad7a176572c,APPROVED,2023-11-28T13:38:46.510000Z,2023-11-28T13:52:51.879000Z,2023-11-28T14:29:56.658000Z,2023-11-28T13:52:52.368302Z,846.0,CBCT4R5Q,109,"Afrikaans, English",African,24,Female,Black,South Africa,South Africa,South Africa,English,No,Part-Time,
6565ed78ff6d8bd991d94d75,6075f9b2eddc04057248871d,APPROVED,2023-11-28T13:42:48.435000Z,2023-11-28T13:50:40.065000Z,2023-11-28T14:30:25.600000Z,2023-11-28T13:50:40.526806Z,472.0,CBCT4R5Q,271,"English, Portuguese, German, Spanish, French",White/Caucasian,20,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking),
6565ed853176025c789c8e53,61269889b1e365884ea88bbf,APPROVED,2023-11-28T13:39:44.145000Z,2023-11-28T13:51:14.259000Z,2023-11-28T14:30:05.124000Z,2023-11-28T13:51:15.016113Z,691.0,CBCT4R5Q,144,English,African,20,Female,Black,South Africa,South Africa,South Africa,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6565ed8eba896c5ca64550cf,606c0d767169248ed2471e9e,APPROVED,2023-11-28T13:39:26.639000Z,2023-11-28T13:45:43.297000Z,2023-11-28T14:30:01.222000Z,2023-11-28T13:45:43.750100Z,377.0,CBCT4R5Q,200,"French, Greek, English",White/Caucasian,23,Female,White,Greece,Greece,Greece,Greek,Yes,Full-Time,
