Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Ethnicity,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
656496daf6a63dd5156ebe5b,645d3d0d4ba9fb55a0652314,APPROVED,2023-11-27T13:18:31.410000Z,2023-11-27T13:34:31.052000Z,2023-11-27T15:41:33.357000Z,2023-11-27T13:34:31.547695Z,960.0,CBCT4R5Q,135,English,African,29,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
655b5fabc858d3b28761f4ea,60f5b52aded3aa62d82e5bbb,APPROVED,2023-11-20T13:31:52.510000Z,2023-11-20T13:45:55.306000Z,2023-11-20T14:10:33.501000Z,2023-11-20T13:45:56.334631Z,843.0,CBCT4R5Q,267,English,African,25,Male,Black,Zimbabwe,South Africa,Zimbabwe,English,Yes,Other
655b60182c0f6ebbf87ba97f,60fb1badd41aa601181a9688,APPROVED,2023-11-20T13:33:29.442000Z,2023-11-20T13:46:27.055000Z,2023-11-20T14:10:38.594000Z,2023-11-20T13:46:27.966580Z,778.0,CBCT4R5Q,106,English,African,22,Male,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
655b60341e5c35bb453630e5,5fd34217836ff6000abdcbf9,APPROVED,2023-11-20T13:33:40.591000Z,2023-11-20T13:46:04.786000Z,2023-11-20T14:10:40.092000Z,2023-11-20T13:46:05.434739Z,745.0,CBCT4R5Q,127,"English, Hungarian, German, Spanish",White/Caucasian,21,Male,White,Hungary,Hungary,Hungary,Hungarian,DATA_EXPIRED,DATA_EXPIRED
655b603c8a819561e9389f77,5f075b60ae5a1d3504e8ccb1,APPROVED,2023-11-20T13:33:48.640000Z,2023-11-20T13:39:37.961000Z,2023-11-20T14:10:41.516000Z,2023-11-20T13:39:38.479344Z,350.0,CBCT4R5Q,288,"English, Portuguese, Spanish",White/Caucasian,23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
655b607df2fc488e37f9268a,5bf1a218f5e4460001e033c6,APPROVED,2023-11-20T13:34:53.461000Z,2023-11-20T13:42:30.872000Z,2023-11-20T14:10:45.994000Z,2023-11-20T13:42:31.563400Z,458.0,CBCT4R5Q,261,"French, Portuguese, Spanish, English",Middle Eastern,24,Male,White,Brazil,Portugal,Brazil,Portuguese,Yes,Full-Time
655b60809721d9fae87fda6e,60ecb09e5a3860ba0c81fdd8,APPROVED,2023-11-20T13:35:00.652000Z,2023-11-20T13:39:34.525000Z,2023-11-20T14:10:47.716000Z,2023-11-20T13:39:34.963363Z,274.0,CBCT4R5Q,226,"English, Afrikaans",African,24,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
655b6096057db06914242669,60b62b9daab749081c5b88f0,APPROVED,2023-11-20T13:35:26.705000Z,2023-11-20T13:41:17.008000Z,2023-11-20T14:10:53.241000Z,2023-11-20T13:41:17.535518Z,351.0,CBCT4R5Q,241,English,African,22,Male,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
655b60978b6a23710ec5611f,5fdb8dbac85359924ce3220b,APPROVED,2023-11-20T13:35:19.620000Z,2023-11-20T13:50:41.022000Z,2023-11-20T14:10:49.493000Z,2023-11-20T13:50:41.723562Z,922.0,CBCT4R5Q,146,"English, Portuguese",White/Caucasian,21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
655b601cdc2fc600f15c9ac3,6310a302cb45e9d39d8abbc4,APPROVED,2023-11-20T13:33:20.107000Z,2023-11-20T13:39:33.325000Z,2023-11-20T14:10:35.434000Z,2023-11-20T13:39:33.836673Z,374.0,CBCT4R5Q,180,English,White/Caucasian,24,Female,White,United States,Netherlands,United States,English,No,Part-Time
655b606dc6386e7d1c740747,60954946b22b59747d00217e,APPROVED,2023-11-20T13:34:52.152000Z,2023-11-20T13:46:57.166000Z,2023-11-20T14:10:44.396000Z,2023-11-20T13:46:57.663769Z,726.0,CBCT4R5Q,177,English,Mixed,25,Female,Mixed,United Kingdom,South Africa,South Africa,English,No,Unemployed (and job seeking)
655b60764fd9fb7c60363045,61079db3e10fdd6232985023,APPROVED,2023-11-20T13:34:50.593000Z,2023-11-20T14:03:51.535000Z,2023-11-20T14:10:43.132000Z,2023-11-20T14:03:52.445024Z,1741.0,CBCT4R5Q,136,English,African,24,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
655b60812c0f6ebbf87ba98f,5cac8aad785bb400156d3431,APPROVED,2023-11-20T13:35:36.601000Z,2023-11-20T13:45:05.106000Z,2023-11-20T14:10:56.262000Z,2023-11-20T13:45:05.724763Z,569.0,CBCT4R5Q,337,"Italian, English",White/Caucasian,24,Female,White,Italy,Italy,Italy,Italian,DATA_EXPIRED,DATA_EXPIRED
655b6096dcb710c84b9d4203,60a7b6524be5c3b709595638,APPROVED,2023-11-20T13:35:20.440000Z,2023-11-20T13:42:11.403000Z,2023-11-20T14:10:50.478000Z,2023-11-20T13:42:11.918770Z,411.0,CBCT4R5Q,306,"English, Portuguese, Romanian, Russian",Mixed,24,Female,White,Moldova,Portugal,Moldova,Romanian,Yes,DATA_EXPIRED
655b609a5b2ca3f101b53ca1,60dc66cf5ccf319978f4c23b,APPROVED,2023-11-20T13:35:27.167000Z,2023-11-20T13:41:31.098000Z,2023-11-20T14:10:54.916000Z,2023-11-20T13:41:31.602749Z,364.0,CBCT4R5Q,261,"Portuguese, English",White/Caucasian,25,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
655b60abf61a7408389d4321,604909c9848a38f02de05a92,APPROVED,2023-11-20T13:35:44.600000Z,2023-11-20T13:44:06.538000Z,2023-11-20T14:10:58.003000Z,2023-11-20T13:44:07.090625Z,502.0,CBCT4R5Q,225,"English, Portuguese, Spanish",White / Sephardic Jew,21,Female,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
655b7a95fd19fcb4515d572e,60059c69e9950473fb485ec3,APPROVED,2023-11-20T15:26:45.542000Z,2023-11-20T15:44:47.915000Z,2023-11-20T16:24:04.108000Z,2023-11-20T15:44:48.408247Z,1083.0,CBCT4R5Q,352,English,Mixed,60,Male,Mixed,South Africa,South Africa,South Africa,English,No,Part-Time
655b7a9d9da948a42b71918d,5a646e2435f26b0001492aa3,APPROVED,2023-11-20T15:27:07.370000Z,2023-11-20T16:03:24.667000Z,2023-11-20T16:24:05.303000Z,2023-11-20T16:03:25.609602Z,2178.0,CBCT4R5Q,760,"English, Russian",White/Caucasian,48,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
655b7aa76f037b69869e2770,5b27c8c9051c6e00019d0c96,APPROVED,2023-11-20T15:26:31.587000Z,2023-11-20T15:42:11.752000Z,2023-11-20T16:24:02.836000Z,2023-11-20T15:42:12.232227Z,941.0,CBCT4R5Q,502,English,Latino/Hispanic,55,Male,Mixed,"Venezuela, Bolivarian Republic of",Chile,"Venezuela, Bolivarian Republic of",Spanish,DATA_EXPIRED,DATA_EXPIRED
655b7bd3ba5806ee4a2d1cf0,615324515ce68a5dbe37eec7,APPROVED,2023-11-20T15:31:35.506000Z,2023-11-20T15:40:57.919000Z,2023-11-20T16:24:15.607000Z,2023-11-20T15:40:58.473623Z,563.0,CBCT4R5Q,374,"English, Spanish",Latino/Hispanic,52,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time
655b7c025f0369fa90dc488a,6159e5f964d5b78cedb9c192,APPROVED,2023-11-20T15:32:21.260000Z,2023-11-20T15:38:49.639000Z,2023-11-20T16:24:18.729000Z,2023-11-20T15:38:50.145516Z,389.0,CBCT4R5Q,627,"Portuguese, English",White/Caucasian,46,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
655b7c03dd95c4975b81e27b,5cff4ed26d6326001acf7022,APPROVED,2023-11-20T15:32:27.935000Z,2023-11-20T15:37:04.913000Z,2023-11-20T16:24:20.095000Z,2023-11-20T15:37:05.385228Z,277.0,CBCT4R5Q,340,English,White/Caucasian,55,Male,White,United Kingdom,Greece,United Kingdom,English,No,Full-Time
655b7c046026b99e465e432b,60512fdbba1a7d95abaab18c,APPROVED,2023-11-20T15:32:20.549000Z,2023-11-20T15:42:12.283000Z,2023-11-20T16:24:17.158000Z,2023-11-20T15:42:12.876673Z,592.0,CBCT4R5Q,558,"Portuguese, English",White/Caucasian,48,Male,White,South Africa,Portugal,Portugal,Portuguese,No,Full-Time
655b7c096bb415a82fcb1de4,5ecaa7988473f05ebdfc107c,APPROVED,2023-11-20T15:32:28.693000Z,2023-11-20T15:38:56.111000Z,2023-11-20T16:24:21.284000Z,2023-11-20T15:38:56.562945Z,388.0,CBCT4R5Q,643,"English, German, French, Spanish",White/Caucasian,46,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
655b7c3cbf2ea3aea240c9bc,5d9b4e21b56c51035c35cb3d,APPROVED,2023-11-20T15:33:18.717000Z,2023-11-20T15:43:34.032000Z,2023-11-20T16:24:26.258000Z,2023-11-20T15:43:34.565696Z,616.0,CBCT4R5Q,736,"English, Spanish, Portuguese",White/Caucasian,48,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
655b7c44d74c3ffe668598dd,5e74ab90a8712c41d2b2afae,APPROVED,2023-11-20T15:33:29.871000Z,2023-11-20T15:38:38.116000Z,2023-11-20T16:24:28.933000Z,2023-11-20T15:38:38.719511Z,309.0,CBCT4R5Q,671,"English, Portuguese, Spanish",Middle Eastern,47,Male,White,Spain,Spain,Spain,Spanish,No,DATA_EXPIRED
655b7aed30bfa8c0c0116be4,5d8501eac3a7360001b3301a,APPROVED,2023-11-20T15:27:47.833000Z,2023-11-20T15:35:14.669000Z,2023-11-20T16:24:07.837000Z,2023-11-20T15:35:15.138365Z,447.0,CBCT4R5Q,178,English,Caribbean,58,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
655b7b353e722881e4203cbe,5a9d6bc3b5e2110001c6de60,APPROVED,2023-11-20T15:28:57.924000Z,2023-11-20T15:36:23.050000Z,2023-11-20T16:24:09.944000Z,2023-11-20T15:36:23.633404Z,446.0,CBCT4R5Q,826,English,White/Caucasian,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
655b7b5166bc7371a0b27bd6,60dc77a0684f892da794c91e,APPROVED,2023-11-20T15:29:30.087000Z,2023-11-20T15:35:39.703000Z,2023-11-20T16:24:12.161000Z,2023-11-20T15:35:40.284630Z,370.0,CBCT4R5Q,595,English,White/Caucasian,54,Female,White,Canada,Canada,Canada,English,No,Full-Time
655b7bc34455e0439d9e2798,594e17600f31490001c79e0c,APPROVED,2023-11-20T15:31:26.249000Z,2023-11-20T15:44:19.185000Z,2023-11-20T16:24:14.221000Z,2023-11-20T15:44:19.703664Z,773.0,CBCT4R5Q,984,English,White/Caucasian,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
655b7c0ed74c3ffe668598d5,5f6753a4d7573032c517062d,APPROVED,2023-11-20T15:32:43.557000Z,2023-11-20T15:44:07.924000Z,2023-11-20T16:24:24.604000Z,2023-11-20T15:44:08.424530Z,685.0,CBCT4R5Q,269,"English, Portuguese",White/Caucasian,58,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
655b7c0f05ad3ae44b813afa,60ada064782b7869e0e55dcb,APPROVED,2023-11-20T15:32:37.709000Z,2023-11-20T15:42:35.393000Z,2023-11-20T16:24:23.238000Z,2023-11-20T15:42:35.914800Z,598.0,CBCT4R5Q,438,"Portuguese, English",White/Caucasian,56,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
655b7c322f5d5d07c60cf350,60db3d9f4080758b62c555aa,APPROVED,2023-11-20T15:33:48.279000Z,2023-11-20T15:39:18.315000Z,2023-11-20T16:24:32.395000Z,2023-11-20T15:39:19.116355Z,331.0,CBCT4R5Q,437,"French, English, Portuguese, Spanish, Italian",White/Caucasian,48,Female,White,Angola,Portugal,Portugal,English,No,Full-Time
655b7c4a2a915a84eed0cc7b,5f7da6c8ce114d29e1136c83,APPROVED,2023-11-20T15:33:34.758000Z,2023-11-20T15:44:06.842000Z,2023-11-20T16:24:30.850000Z,2023-11-20T15:44:07.386938Z,633.0,CBCT4R5Q,305,English,White/Caucasian,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
655b7c6a0678585dd5e7b36e,608a707551bc7e59b6a58883,APPROVED,2023-11-20T15:35:21.372000Z,2023-11-20T15:41:48.191000Z,2023-11-20T16:24:36.580000Z,2023-11-20T15:41:48.713286Z,387.0,CBCT4R5Q,600,English,White/Caucasian,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
655b7caa8659dcabcd7078c8,5ada203ce34a050001b85276,APPROVED,2023-11-20T15:35:06.228000Z,2023-11-20T15:53:33.342000Z,2023-11-20T16:24:33.940000Z,2023-11-20T15:53:33.998696Z,1108.0,CBCT4R5Q,797,"English, Spanish",White / Sephardic Jew,57,Female,White,Spain,Spain,Spain,Spanish,No,Full-Time
6564edbe01e64afe40c866fb,5c919bd147fad40011be82c8,APPROVED,2023-11-27T19:28:05.805000Z,2023-11-27T19:40:25.154000Z,2023-11-27T21:31:40.895000Z,2023-11-27T19:40:25.721660Z,740.0,CBCT4R5Q,1398,English,White/Caucasian,74,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6564efb55a814897844825fb,647ae33488a46aeb7e315da1,APPROVED,2023-11-27T19:36:34.927000Z,2023-11-27T19:47:04.876000Z,2023-11-27T21:31:46.412000Z,2023-11-27T19:47:05.480595Z,630.0,CBCT4R5Q,277,English,White/Caucasian,70,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
6564efbf4fa9699c080c34d1,5e272bd90e144395de81dd53,APPROVED,2023-11-27T19:36:36.404000Z,2023-11-27T19:42:28.503000Z,2023-11-27T21:31:48.293000Z,2023-11-27T19:42:28.991198Z,353.0,CBCT4R5Q,1727,English,White/Caucasian,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564efc722d8a76ede8e577a,5810f69c7d3e6d0001df29a5,APPROVED,2023-11-27T19:36:44.135000Z,2023-11-27T19:43:47.546000Z,2023-11-27T21:31:51.078000Z,2023-11-27T19:43:48.255771Z,424.0,CBCT4R5Q,1308,English,White/Caucasian,70,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564eff05cd55114abb258c4,57051842de5095000a18ee63,APPROVED,2023-11-27T19:37:25.772000Z,2023-11-27T19:51:11.588000Z,2023-11-27T21:31:54.239000Z,2023-11-27T19:51:12.175796Z,826.0,CBCT4R5Q,2679,English,White/Caucasian,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6564f04cde4976d2bd35be52,59ef022eae9f950001d84a43,APPROVED,2023-11-27T19:38:56.962000Z,2023-11-27T19:44:27.660000Z,2023-11-27T21:31:55.476000Z,2023-11-27T19:44:28.142868Z,331.0,CBCT4R5Q,1512,English,White/Caucasian,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6564f0ec9eb3690271c87e46,5ddfa82bb28cf701132e7a78,APPROVED,2023-11-27T19:41:35.309000Z,2023-11-27T19:48:04.421000Z,2023-11-27T21:32:01.380000Z,2023-11-27T19:48:05.385154Z,390.0,CBCT4R5Q,1080,English,White/Caucasian,65,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564f14d90d4b6f61000a413,63da5521f23372b30f4f0b77,APPROVED,2023-11-27T19:43:17.185000Z,2023-11-27T19:51:39.852000Z,2023-11-27T21:32:10.251000Z,2023-11-27T19:51:40.321916Z,503.0,CBCT4R5Q,537,English,White/Caucasian,68,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564f162cf288e8d36c39477,616529cd79b29b3850c420cb,APPROVED,2023-11-27T19:43:36.038000Z,2023-11-27T19:53:11.358000Z,2023-11-27T21:32:14.362000Z,2023-11-27T19:53:11.806075Z,576.0,CBCT4R5Q,871,"English, German",White / Sephardic Jew,72,Male,White,Germany,Germany,Germany,German,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564f1749140dccdaa20b438,5ee4c4b42c280d1cd26cfe3d,APPROVED,2023-11-27T19:43:52.971000Z,2023-11-27T19:53:22.661000Z,2023-11-27T21:32:17.108000Z,2023-11-27T19:53:23.274312Z,570.0,CBCT4R5Q,1278,English,White/Caucasian,71,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6564f22c993346095849b3cb,601b137a1e2f3c47fb566272,APPROVED,2023-11-27T19:47:02.054000Z,2023-11-27T19:59:19.199000Z,2023-11-27T21:32:22.917000Z,2023-11-27T19:59:19.758406Z,738.0,CBCT4R5Q,1429,English,White/Caucasian,72,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564f23090d4b6f61000a47f,59609bdb599b690001ef2c59,APPROVED,2023-11-27T19:46:56.677000Z,2023-11-27T19:55:54.140000Z,2023-11-27T21:32:20.506000Z,2023-11-27T19:55:54.780182Z,538.0,CBCT4R5Q,1374,English,White/Caucasian,72,Male,White,United Kingdom,New Zealand,United Kingdom,English,No,Unemployed (and job seeking)
6564f26d2e1b217c3fc395cc,5d599edd98cf220016ec562e,APPROVED,2023-11-27T19:47:57.407000Z,2023-11-27T20:03:58.761000Z,2023-11-27T21:32:24.315000Z,2023-11-27T20:04:00.832331Z,962.0,CBCT4R5Q,1217,English,White/Caucasian,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564f26d778b5e1641ad6fc7,59e8a9b1d838ae0001850c89,APPROVED,2023-11-27T19:47:57.802000Z,2023-11-27T19:59:12.290000Z,2023-11-27T21:32:25.786000Z,2023-11-27T19:59:12.800034Z,675.0,CBCT4R5Q,1998,English,White/Caucasian,72,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564ec792ce7e1e95673c99f,614f7300717876eb9b5601b0,APPROVED,2023-11-27T19:22:43.652000Z,2023-11-27T19:34:34.793000Z,2023-11-27T21:31:36.442000Z,2023-11-27T19:34:35.342358Z,712.0,CBCT4R5Q,646,English,White/Caucasian,67,Female,White,United Kingdom,Canada,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564ec7aa040df1986a96279,5fdf5df1a4d824782ad3e9e2,APPROVED,2023-11-27T19:22:38.158000Z,2023-11-27T19:33:07.570000Z,2023-11-27T21:31:33.961000Z,2023-11-27T19:33:08.108701Z,630.0,CBCT4R5Q,584,English,White/Caucasian,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
6564ed56142676a69e1f1632,5bc35154e7382100017cb9ef,APPROVED,2023-11-27T19:26:23.855000Z,2023-11-27T19:34:16.457000Z,2023-11-27T21:31:38.545000Z,2023-11-27T19:34:17.254018Z,473.0,CBCT4R5Q,1665,English,White/Caucasian,74,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564ef5c6f8163d131fa5cd2,5ea14bf64f71e2000acbc618,APPROVED,2023-11-27T19:36:04.876000Z,2023-11-27T19:46:26.941000Z,2023-11-27T21:31:45.422000Z,2023-11-27T19:46:27.542965Z,623.0,CBCT4R5Q,1468,"English, German",White/Caucasian,66,Female,White,Germany,United Kingdom,Germany,German,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564ef80c8f4ad744cc342a1,597b92f0a33b0d0001fd3d90,APPROVED,2023-11-27T19:35:32.824000Z,2023-11-27T19:42:30.755000Z,2023-11-27T21:31:43.659000Z,2023-11-27T19:42:31.265705Z,418.0,CBCT4R5Q,2487,English,White/Caucasian,68,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6564efed4946a6f81640de89,5c5dd15d6474da000173e397,APPROVED,2023-11-27T19:37:22.771000Z,2023-11-27T19:48:31.433000Z,2023-11-27T21:31:52.766000Z,2023-11-27T19:48:31.941381Z,669.0,CBCT4R5Q,836,English,White/Caucasian,69,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564f0596f8163d131fa5d1e,5ea18fee43087803c739ccef,APPROVED,2023-11-27T19:39:11.759000Z,2023-11-27T19:46:15.517000Z,2023-11-27T21:31:57.722000Z,2023-11-27T19:46:16.108945Z,424.0,CBCT4R5Q,773,English,White/Caucasian,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
6564f0a7ac885e1dc5b259d4,61684a263a8f291d6b91bc71,APPROVED,2023-11-27T19:40:28.081000Z,2023-11-27T19:48:34.722000Z,2023-11-27T21:31:59.967000Z,2023-11-27T19:48:35.141241Z,487.0,CBCT4R5Q,750,English,White/Caucasian,71,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564f1119349a91f9e20b4ab,60fff225fb2da6129caf029a,APPROVED,2023-11-27T19:42:15.094000Z,2023-11-27T19:56:41.591000Z,2023-11-27T21:32:05.758000Z,2023-11-27T19:56:42.156458Z,867.0,CBCT4R5Q,824,"English, Lithuanian, Polish, Russian",White/Caucasian,69,Female,White,Lithuania,United Kingdom,Lithuania,Lithuanian,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564f128f48f99056733d0e0,5a496776f7b7bc00014e1150,APPROVED,2023-11-27T19:42:39.617000Z,2023-11-27T19:49:59.932000Z,2023-11-27T21:32:07.574000Z,2023-11-27T19:50:00.358075Z,441.0,CBCT4R5Q,2442,English,White/Caucasian,68,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6564f13e3fff62c11976cb40,5f57fd0328b04b3489d452e9,APPROVED,2023-11-27T19:42:58.196000Z,2023-11-27T19:47:43.157000Z,2023-11-27T21:32:08.925000Z,2023-11-27T19:47:43.654486Z,285.0,CBCT4R5Q,800,English,White/Caucasian,68,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6564f153e758abc3acda9b94,5ded9996838b4f45b83bb3f9,APPROVED,2023-11-27T19:43:59.480000Z,2023-11-27T20:00:42.023000Z,2023-11-27T21:32:18.705000Z,2023-11-27T20:00:42.503398Z,1003.0,CBCT4R5Q,4348,English,White/Caucasian,71,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6564f1572b5b09c97edb632b,597cdb8ffa99240001dec26e,APPROVED,2023-11-27T19:43:25.829000Z,2023-11-27T19:57:40.420000Z,2023-11-27T21:32:12.011000Z,2023-11-27T19:57:40.868103Z,855.0,CBCT4R5Q,1314,English,White/Caucasian,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65457fd3e8fa0ee905ffe6f3,614e45d76902c0c9c6bd300d,APPROVED,2023-11-03T23:18:46.846000Z,2023-11-03T23:31:17.839000Z,2023-11-03T23:35:28.972000Z,2023-11-03T23:31:18.674648Z,751.0,CBCT4R5Q,111,"English, Spanish",Latino/Hispanic,25,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time
65457fd59bf28587089b0bf4,6154d62ee521da99b26e03ea,APPROVED,2023-11-03T23:18:45.584000Z,2023-11-03T23:30:15.750000Z,2023-11-03T23:35:26.711000Z,2023-11-03T23:30:16.237801Z,691.0,CBCT4R5Q,101,"Spanish, English",Latino/Hispanic,21,Male,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking)
654580163bef930fe017af2d,5e8caee6b47439057c61db9f,APPROVED,2023-11-03T23:19:50.012000Z,2023-11-03T23:30:03.262000Z,2023-11-03T23:35:31.173000Z,2023-11-03T23:30:03.786217Z,614.0,CBCT4R5Q,425,"Polish, English",White/Caucasian,22,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,Full-Time
65457fbc097f2d5371bc6225,613f7e7bb3f0ae74dccd6a4e,APPROVED,2023-11-03T23:18:20.484000Z,2023-11-03T23:21:44.478000Z,2023-11-03T23:34:56.969000Z,2023-11-03T23:21:44.998120Z,204.0,CBCT4R5Q,137,"English, Spanish",White Mexican,25,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Unemployed (and job seeking)
65457fc1195bb60eb98a09b1,607986447baf44d005eeb875,APPROVED,2023-11-03T23:18:35.228000Z,2023-11-03T23:25:41.416000Z,2023-11-03T23:35:04.038000Z,2023-11-03T23:25:41.840384Z,427.0,CBCT4R5Q,161,"English, Portuguese",White/Caucasian,23,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
65457fc9d9942b24badda435,5ed9111a0e4140448926fcd4,APPROVED,2023-11-03T23:18:33.273000Z,2023-11-03T23:29:18.876000Z,2023-11-03T23:35:01.805000Z,2023-11-03T23:29:19.438002Z,646.0,CBCT4R5Q,543,"English, Portuguese",White/Caucasian,54,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
65647bc1a132b4c63ea33218,5f350f459bf003464a03ea5e,APPROVED,2023-11-27T11:21:37.399000Z,2023-11-27T11:28:11.860000Z,2023-11-27T12:49:23.413000Z,2023-11-27T11:28:12.426810Z,395.0,CBCT4R5Q,273,"English, Italian",White/Caucasian,22,Male,White,Italy,Italy,Italy,Italian,Yes,Other
65647bccb2c009d1f37a2921,60185b8b9746fd0b466cb59f,APPROVED,2023-11-27T11:21:48.070000Z,2023-11-27T11:28:48.476000Z,2023-11-27T12:49:24.855000Z,2023-11-27T11:28:48.899518Z,421.0,CBCT4R5Q,167,"English, Polish",White/Caucasian,22,Male,White,Poland,Poland,Poland,Polish,Yes,Other
65647c2bb2c009d1f37a293c,60f030dca19a06db1b50d16a,APPROVED,2023-11-27T11:23:27.604000Z,2023-11-27T11:29:50.338000Z,2023-11-27T12:49:31.326000Z,2023-11-27T11:29:50.751830Z,383.0,CBCT4R5Q,334,"English, Italian",White/Caucasian,22,Male,White,United States,Italy,United States,Italian,Yes,Other
65647c3c889b8fb9bd2ecd76,616fe5c2b20b399b883f6bb5,APPROVED,2023-11-27T11:23:40.891000Z,2023-11-27T11:31:37.227000Z,2023-11-27T12:49:36.995000Z,2023-11-27T11:31:37.761928Z,477.0,CBCT4R5Q,207,English,African,22,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
65647c441d4b7b347b6afb08,60da38f17aa096bb17c836e5,APPROVED,2023-11-27T11:24:56.903000Z,2023-11-27T11:34:03.006000Z,2023-11-27T12:49:50.225000Z,2023-11-27T11:34:03.520064Z,547.0,CBCT4R5Q,233,"Hungarian, English",White/Caucasian,20,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,DATA_EXPIRED
65647c4a9bcc8f9ac56f6803,6061e47ea7611d41855205b9,APPROVED,2023-11-27T11:23:54.584000Z,2023-11-27T11:34:40.865000Z,2023-11-27T12:49:40.210000Z,2023-11-27T11:34:41.391074Z,647.0,CBCT4R5Q,206,"English, Polish",Other (please feel free to let us know your ethnicity via email),21,Male,White,Poland,Poland,Poland,Polish,Yes,Other
